id,muscle reading 1 sensor 1,muscle reading 1 sensor 2,muscle reading 1 sensor 3,muscle reading 1 sensor 4,muscle reading 1 sensor 5,muscle reading 1 sensor 6,muscle reading 1 sensor 7,muscle reading 1 sensor 8,muscle reading 2 sensor 1,muscle reading 2 sensor 2,muscle reading 2 sensor 3,muscle reading 2 sensor 4,muscle reading 2 sensor 5,muscle reading 2 sensor 6,muscle reading 2 sensor 7,muscle reading 2 sensor 8,muscle reading 3 sensor 1,muscle reading 3 sensor 2,muscle reading 3 sensor 3,muscle reading 3 sensor 4,muscle reading 3 sensor 5,muscle reading 3 sensor 6,muscle reading 3 sensor 7,muscle reading 3 sensor 8,muscle reading 4 sensor 1,muscle reading 4 sensor 2,muscle reading 4 sensor 3,muscle reading 4 sensor 4,muscle reading 4 sensor 5,muscle reading 4 sensor 6,muscle reading 4 sensor 7,muscle reading 4 sensor 8,muscle reading 5 sensor 1,muscle reading 5 sensor 2,muscle reading 5 sensor 3,muscle reading 5 sensor 4,muscle reading 5 sensor 5,muscle reading 5 sensor 6,muscle reading 5 sensor 7,muscle reading 5 sensor 8,muscle reading 6 sensor 1,muscle reading 6 sensor 2,muscle reading 6 sensor 3,muscle reading 6 sensor 4,muscle reading 6 sensor 5,muscle reading 6 sensor 6,muscle reading 6 sensor 7,muscle reading 6 sensor 8,muscle reading 7 sensor 1,muscle reading 7 sensor 2,muscle reading 7 sensor 3,muscle reading 7 sensor 4,muscle reading 7 sensor 5,muscle reading 7 sensor 6,muscle reading 7 sensor 7,muscle reading 7 sensor 8,muscle reading 8 sensor 1,muscle reading 8 sensor 2,muscle reading 8 sensor 3,muscle reading 8 sensor 4,muscle reading 8 sensor 5,muscle reading 8 sensor 6,muscle reading 8 sensor 7,muscle reading 8 sensor 8
9445,-1.0,0.0,-4.0,-4.0,-9.0,-19.0,-4.0,-4.0,-5.0,0.0,1.0,1.0,17.0,-5.0,-14.0,26.0,0.0,-2.0,-1.0,-1.0,0.0,28.0,10.0,2.0,-1.0,-1.0,-2.0,2.0,8.0,-30.0,-19.0,-3.0,-1.0,-4.0,-1.0,0.0,-7.0,5.0,3.0,0.0,-9.0,8.0,-2.0,-6.0,-7.0,-28.0,-11.0,-24.0,3.0,6.0,4.0,5.0,9.0,25.0,9.0,3.0,0.0,-5.0,-1.0,-5.0,-5.0,-18.0,4.0,2.0
9446,-4.0,2.0,2.0,1.0,-10.0,14.0,1.0,2.0,-1.0,-7.0,-2.0,1.0,9.0,-15.0,1.0,-1.0,-19.0,2.0,3.0,0.0,1.0,-7.0,-5.0,-6.0,32.0,4.0,-2.0,-2.0,-1.0,-20.0,-2.0,-4.0,0.0,-2.0,0.0,1.0,0.0,43.0,8.0,2.0,-2.0,-4.0,-2.0,2.0,-6.0,-18.0,-6.0,-4.0,-2.0,-1.0,-1.0,-3.0,4.0,-12.0,-8.0,3.0,-16.0,-1.0,2.0,3.0,-3.0,3.0,10.0,0.0
9447,5.0,4.0,1.0,-2.0,-7.0,-37.0,-3.0,1.0,10.0,-2.0,-4.0,3.0,12.0,41.0,3.0,5.0,-6.0,-5.0,-4.0,1.0,4.0,5.0,-4.0,-13.0,-9.0,-2.0,-3.0,-2.0,-8.0,7.0,-1.0,-2.0,6.0,2.0,1.0,0.0,-6.0,-22.0,1.0,5.0,-7.0,-9.0,-6.0,-6.0,-3.0,-16.0,-7.0,-5.0,-2.0,-2.0,-5.0,-8.0,9.0,-13.0,-11.0,-2.0,1.0,-5.0,0.0,-3.0,3.0,47.0,14.0,-7.0
9448,-1.0,-2.0,-1.0,5.0,8.0,-17.0,5.0,-16.0,-9.0,3.0,0.0,-5.0,0.0,-10.0,-4.0,12.0,7.0,-1.0,1.0,4.0,3.0,43.0,5.0,5.0,-4.0,-1.0,0.0,0.0,-11.0,-23.0,-3.0,3.0,-3.0,-4.0,-4.0,-6.0,13.0,-39.0,-9.0,-7.0,2.0,0.0,4.0,3.0,7.0,66.0,10.0,-3.0,8.0,-3.0,-5.0,-3.0,-16.0,-16.0,0.0,1.0,-10.0,1.0,2.0,2.0,15.0,11.0,-4.0,0.0
9449,7.0,0.0,2.0,1.0,-8.0,5.0,6.0,8.0,-1.0,-1.0,-2.0,-2.0,-8.0,-35.0,-6.0,-6.0,-18.0,-2.0,-1.0,2.0,20.0,23.0,0.0,0.0,38.0,4.0,-2.0,-2.0,-5.0,33.0,1.0,8.0,-13.0,-3.0,-2.0,-7.0,-4.0,-39.0,-9.0,-9.0,7.0,-2.0,0.0,0.0,-7.0,20.0,10.0,1.0,10.0,2.0,3.0,6.0,-10.0,-12.0,-2.0,2.0,-14.0,2.0,0.0,1.0,8.0,-14.0,-3.0,-2.0
9450,-6.0,-4.0,-4.0,-7.0,5.0,25.0,0.0,5.0,3.0,-2.0,1.0,1.0,-6.0,-8.0,-4.0,-9.0,-8.0,-1.0,-2.0,-4.0,5.0,-11.0,7.0,-5.0,-2.0,-2.0,-2.0,-1.0,-6.0,-23.0,-8.0,24.0,6.0,0.0,0.0,-4.0,-9.0,9.0,6.0,-22.0,-13.0,1.0,1.0,3.0,9.0,5.0,8.0,25.0,4.0,-1.0,-1.0,1.0,6.0,25.0,-5.0,-3.0,-1.0,0.0,-3.0,-6.0,-4.0,-39.0,-3.0,-5.0
9451,-1.0,-13.0,-1.0,1.0,4.0,-6.0,-8.0,6.0,1.0,4.0,-1.0,2.0,12.0,-11.0,-1.0,-9.0,4.0,5.0,5.0,1.0,-26.0,-4.0,2.0,11.0,-5.0,-2.0,-2.0,-1.0,6.0,3.0,-4.0,-12.0,-8.0,-3.0,-4.0,0.0,-4.0,4.0,0.0,-7.0,0.0,-5.0,-9.0,-8.0,6.0,-13.0,-13.0,-8.0,-1.0,-4.0,-1.0,1.0,0.0,-3.0,2.0,3.0,12.0,-1.0,0.0,0.0,-12.0,3.0,-5.0,-6.0
9452,29.0,9.0,2.0,-1.0,3.0,23.0,7.0,14.0,-3.0,-5.0,-3.0,-2.0,-17.0,-67.0,-17.0,0.0,-10.0,3.0,0.0,-3.0,15.0,29.0,3.0,-4.0,-5.0,-1.0,2.0,6.0,-2.0,81.0,19.0,1.0,-13.0,1.0,2.0,2.0,12.0,-6.0,0.0,5.0,8.0,-1.0,-1.0,-1.0,-5.0,-5.0,2.0,-1.0,3.0,-3.0,-2.0,-4.0,3.0,-4.0,-7.0,-6.0,-12.0,-1.0,-2.0,-3.0,-3.0,-15.0,-14.0,-37.0
9453,11.0,4.0,3.0,5.0,-7.0,-13.0,10.0,30.0,-24.0,-3.0,1.0,0.0,-4.0,-27.0,-12.0,0.0,-5.0,-3.0,-3.0,-2.0,-1.0,-36.0,-4.0,-7.0,0.0,9.0,3.0,-2.0,14.0,35.0,3.0,6.0,1.0,0.0,0.0,2.0,-3.0,21.0,-3.0,-14.0,2.0,0.0,-2.0,0.0,-8.0,-13.0,4.0,-12.0,7.0,-1.0,-5.0,-5.0,1.0,-10.0,5.0,17.0,-7.0,-7.0,-1.0,-5.0,0.0,-18.0,-17.0,-9.0
9454,0.0,2.0,2.0,3.0,7.0,51.0,12.0,6.0,-5.0,2.0,3.0,2.0,2.0,10.0,15.0,2.0,40.0,1.0,-4.0,1.0,14.0,33.0,-4.0,4.0,4.0,2.0,2.0,4.0,-3.0,9.0,8.0,3.0,-3.0,-2.0,-3.0,-3.0,-17.0,-7.0,-5.0,3.0,12.0,-3.0,-2.0,-2.0,-2.0,-2.0,3.0,3.0,-22.0,-4.0,0.0,0.0,-3.0,4.0,7.0,-16.0,-6.0,-5.0,-3.0,-7.0,5.0,-20.0,-9.0,3.0
9455,4.0,4.0,2.0,5.0,5.0,34.0,0.0,-11.0,0.0,-3.0,-7.0,-9.0,-6.0,-10.0,-10.0,-7.0,-1.0,1.0,0.0,4.0,-9.0,-17.0,-2.0,4.0,-1.0,3.0,-2.0,2.0,22.0,57.0,19.0,31.0,-16.0,-2.0,-4.0,-1.0,-8.0,-18.0,-7.0,-16.0,3.0,-2.0,-2.0,-4.0,-4.0,-8.0,-1.0,-10.0,0.0,5.0,3.0,3.0,-3.0,4.0,2.0,4.0,-6.0,-2.0,-2.0,-1.0,3.0,-26.0,-1.0,-4.0
9456,32.0,-1.0,3.0,2.0,-1.0,-36.0,2.0,8.0,4.0,2.0,0.0,1.0,2.0,35.0,2.0,5.0,-12.0,-5.0,-2.0,-9.0,-7.0,-14.0,-12.0,-10.0,-4.0,-7.0,-4.0,-3.0,2.0,-15.0,-1.0,3.0,-2.0,-2.0,-1.0,-3.0,-10.0,23.0,-5.0,-9.0,2.0,3.0,3.0,6.0,5.0,-15.0,4.0,-5.0,-11.0,-8.0,-8.0,-6.0,-4.0,23.0,-6.0,-3.0,-4.0,3.0,2.0,0.0,3.0,-46.0,-6.0,-4.0
9457,4.0,0.0,-1.0,1.0,4.0,-62.0,11.0,34.0,3.0,3.0,1.0,1.0,-8.0,26.0,-3.0,-7.0,-9.0,-3.0,-4.0,-3.0,5.0,15.0,-3.0,0.0,-12.0,3.0,2.0,2.0,0.0,21.0,7.0,1.0,8.0,-2.0,-2.0,-1.0,8.0,4.0,-3.0,-16.0,1.0,-1.0,-3.0,-2.0,-1.0,-34.0,1.0,7.0,-7.0,-1.0,-4.0,-3.0,-27.0,-63.0,-29.0,-7.0,2.0,2.0,-3.0,-2.0,9.0,69.0,25.0,8.0
9458,-12.0,-2.0,2.0,4.0,26.0,97.0,16.0,-5.0,-7.0,-2.0,2.0,3.0,-6.0,-43.0,-14.0,-3.0,9.0,0.0,-3.0,-3.0,4.0,-21.0,1.0,10.0,5.0,-4.0,-6.0,-5.0,0.0,-47.0,-16.0,-15.0,-15.0,2.0,-1.0,-1.0,-7.0,11.0,-9.0,-2.0,-8.0,1.0,1.0,6.0,7.0,46.0,19.0,-6.0,9.0,2.0,2.0,0.0,-2.0,1.0,-1.0,15.0,-17.0,-6.0,-3.0,-2.0,6.0,-18.0,-17.0,-7.0
9459,-5.0,-2.0,-2.0,-9.0,-16.0,-47.0,-5.0,-4.0,2.0,-3.0,-4.0,1.0,12.0,61.0,10.0,-7.0,-1.0,1.0,1.0,-1.0,6.0,-3.0,-2.0,-3.0,-1.0,1.0,-1.0,2.0,1.0,64.0,11.0,0.0,4.0,-2.0,1.0,-1.0,-9.0,-29.0,-9.0,-11.0,-6.0,-3.0,-3.0,-5.0,2.0,-13.0,-8.0,19.0,1.0,-6.0,-6.0,-4.0,6.0,30.0,4.0,5.0,-6.0,0.0,2.0,-3.0,-5.0,-25.0,-6.0,-1.0
9460,-1.0,-1.0,1.0,2.0,6.0,-13.0,3.0,-9.0,11.0,-1.0,3.0,2.0,-13.0,-41.0,-2.0,3.0,-12.0,4.0,3.0,4.0,17.0,56.0,1.0,-7.0,2.0,-2.0,-2.0,1.0,-7.0,-46.0,0.0,-5.0,-16.0,-2.0,-5.0,-5.0,17.0,47.0,1.0,-5.0,22.0,3.0,0.0,1.0,-5.0,9.0,22.0,5.0,21.0,3.0,0.0,0.0,2.0,-46.0,-10.0,2.0,2.0,-7.0,-5.0,-9.0,-5.0,47.0,-13.0,-8.0
9461,3.0,-2.0,3.0,7.0,2.0,-33.0,-1.0,2.0,-10.0,9.0,8.0,8.0,2.0,96.0,31.0,4.0,-8.0,-7.0,1.0,1.0,-5.0,-32.0,-17.0,-8.0,10.0,4.0,-2.0,-3.0,-4.0,-64.0,1.0,8.0,19.0,-5.0,-4.0,-4.0,0.0,-17.0,-11.0,11.0,-10.0,-7.0,-5.0,-4.0,5.0,22.0,-12.0,-24.0,-7.0,3.0,0.0,0.0,1.0,-17.0,10.0,5.0,2.0,6.0,1.0,0.0,-14.0,-18.0,0.0,5.0
9462,-19.0,-6.0,-9.0,-8.0,-6.0,-67.0,-26.0,-19.0,29.0,14.0,1.0,6.0,13.0,24.0,11.0,1.0,-27.0,-10.0,2.0,2.0,-2.0,-4.0,3.0,-11.0,-24.0,-7.0,0.0,5.0,12.0,5.0,4.0,14.0,92.0,36.0,6.0,8.0,18.0,47.0,14.0,25.0,-121.0,-44.0,-11.0,-13.0,-12.0,-74.0,-40.0,-26.0,9.0,23.0,1.0,0.0,13.0,68.0,14.0,14.0,24.0,-18.0,-2.0,-2.0,1.0,-1.0,2.0,-10.0
9463,8.0,20.0,5.0,3.0,-13.0,-16.0,1.0,-1.0,-43.0,-4.0,5.0,4.0,14.0,53.0,18.0,17.0,24.0,31.0,-1.0,1.0,-17.0,1.0,-1.0,-5.0,-35.0,-17.0,-3.0,-6.0,11.0,18.0,-10.0,-7.0,-1.0,-3.0,-2.0,4.0,5.0,-20.0,14.0,3.0,51.0,12.0,-2.0,-5.0,3.0,-65.0,-23.0,-7.0,-18.0,-14.0,-3.0,-8.0,1.0,3.0,-2.0,-4.0,13.0,12.0,1.0,2.0,-28.0,-47.0,1.0,6.0
9464,-3.0,0.0,6.0,5.0,18.0,125.0,18.0,-17.0,13.0,2.0,0.0,0.0,3.0,-20.0,-5.0,1.0,-2.0,-8.0,2.0,1.0,0.0,-25.0,-2.0,-6.0,7.0,5.0,-4.0,-2.0,3.0,12.0,2.0,5.0,-18.0,-17.0,-4.0,-9.0,-5.0,-11.0,12.0,-3.0,-1.0,-6.0,-7.0,-9.0,2.0,-1.0,-23.0,-10.0,4.0,1.0,3.0,0.0,-11.0,0.0,1.0,2.0,2.0,5.0,0.0,-5.0,-10.0,-27.0,0.0,-3.0
9465,-28.0,-12.0,1.0,4.0,-8.0,-10.0,-8.0,5.0,21.0,6.0,1.0,1.0,-10.0,13.0,5.0,-2.0,-1.0,-6.0,-5.0,-7.0,-8.0,-58.0,-15.0,2.0,-5.0,0.0,-5.0,-1.0,16.0,44.0,-13.0,-6.0,-10.0,1.0,5.0,2.0,-3.0,-17.0,11.0,10.0,14.0,3.0,0.0,1.0,9.0,-28.0,6.0,10.0,-16.0,-8.0,-1.0,2.0,-5.0,25.0,14.0,5.0,-3.0,5.0,7.0,2.0,-15.0,-38.0,-5.0,-3.0
9466,-8.0,-3.0,-4.0,0.0,-14.0,-24.0,-5.0,4.0,1.0,-1.0,-6.0,-5.0,10.0,7.0,-7.0,0.0,-14.0,-9.0,-6.0,-7.0,-3.0,-12.0,-13.0,-24.0,35.0,2.0,2.0,1.0,5.0,28.0,9.0,33.0,-4.0,-1.0,4.0,5.0,-11.0,0.0,1.0,1.0,-6.0,2.0,-2.0,-2.0,-3.0,-10.0,-2.0,1.0,-2.0,-16.0,-5.0,-6.0,1.0,-5.0,-2.0,-21.0,-6.0,4.0,3.0,7.0,6.0,31.0,4.0,-5.0
9467,3.0,-5.0,-5.0,-5.0,9.0,-15.0,1.0,8.0,-5.0,5.0,2.0,2.0,6.0,48.0,0.0,-2.0,6.0,2.0,0.0,0.0,-10.0,-46.0,-7.0,11.0,-2.0,10.0,-1.0,-4.0,7.0,2.0,-3.0,-11.0,-11.0,-11.0,-5.0,-5.0,-1.0,-8.0,-2.0,-2.0,-10.0,2.0,-2.0,-2.0,0.0,-36.0,-1.0,-12.0,-4.0,-1.0,-1.0,-8.0,0.0,13.0,-10.0,1.0,-6.0,-2.0,1.0,7.0,26.0,65.0,21.0,4.0
9468,-12.0,-6.0,-3.0,-3.0,-19.0,-16.0,-8.0,-9.0,6.0,2.0,1.0,-3.0,-10.0,-6.0,-1.0,6.0,5.0,-3.0,-4.0,0.0,4.0,-28.0,10.0,5.0,-22.0,2.0,4.0,-2.0,-9.0,-9.0,-10.0,-8.0,6.0,-1.0,-5.0,0.0,26.0,39.0,-2.0,-3.0,3.0,-5.0,-3.0,-1.0,-8.0,19.0,-2.0,-6.0,12.0,2.0,3.0,3.0,-6.0,-28.0,0.0,6.0,-7.0,8.0,-8.0,-8.0,-22.0,-80.0,-5.0,0.0
9469,2.0,-9.0,3.0,3.0,19.0,28.0,-4.0,-18.0,3.0,-2.0,1.0,2.0,-18.0,-55.0,7.0,14.0,5.0,5.0,3.0,6.0,22.0,54.0,2.0,3.0,-8.0,-2.0,-3.0,1.0,17.0,17.0,4.0,12.0,-4.0,2.0,-1.0,-3.0,-16.0,-25.0,-1.0,1.0,28.0,3.0,2.0,-1.0,7.0,-8.0,4.0,21.0,-21.0,-6.0,-4.0,1.0,13.0,21.0,-6.0,-10.0,5.0,-7.0,-2.0,-3.0,-17.0,-11.0,2.0,1.0
9470,8.0,5.0,1.0,1.0,-2.0,-14.0,-1.0,7.0,-9.0,-1.0,-2.0,-2.0,27.0,42.0,-2.0,-10.0,0.0,7.0,0.0,-5.0,-36.0,-46.0,-13.0,8.0,34.0,-6.0,4.0,8.0,12.0,66.0,4.0,-2.0,-13.0,0.0,0.0,-1.0,0.0,-10.0,0.0,-2.0,3.0,7.0,1.0,0.0,7.0,-18.0,7.0,-7.0,4.0,-1.0,0.0,1.0,13.0,47.0,-4.0,10.0,-12.0,-7.0,-3.0,-5.0,2.0,22.0,2.0,-10.0
9471,-1.0,-3.0,-4.0,-6.0,-22.0,-2.0,-7.0,-4.0,8.0,5.0,9.0,7.0,-1.0,-44.0,8.0,-4.0,3.0,-1.0,-5.0,-3.0,-1.0,-9.0,-2.0,2.0,-6.0,0.0,-1.0,4.0,6.0,-46.0,-11.0,-1.0,-19.0,-3.0,4.0,-1.0,3.0,38.0,1.0,-8.0,19.0,-3.0,-4.0,-1.0,3.0,64.0,10.0,15.0,7.0,-3.0,1.0,-2.0,-1.0,-37.0,-5.0,-1.0,-3.0,-1.0,0.0,1.0,-7.0,-14.0,-8.0,4.0
9472,23.0,-4.0,2.0,0.0,-13.0,-27.0,-4.0,7.0,-39.0,2.0,4.0,4.0,4.0,-3.0,5.0,-13.0,12.0,6.0,1.0,2.0,6.0,55.0,12.0,1.0,-11.0,-4.0,0.0,1.0,8.0,19.0,1.0,10.0,-3.0,2.0,-3.0,-5.0,-6.0,-34.0,-13.0,-23.0,-2.0,-5.0,1.0,0.0,-1.0,-3.0,19.0,-8.0,0.0,-1.0,1.0,3.0,-6.0,-36.0,10.0,15.0,25.0,3.0,-2.0,-3.0,-19.0,-7.0,-9.0,-2.0
9473,3.0,-8.0,-7.0,-2.0,17.0,29.0,-6.0,-15.0,2.0,-1.0,-2.0,-1.0,-10.0,25.0,-4.0,20.0,2.0,2.0,-1.0,-4.0,13.0,-9.0,3.0,-1.0,-12.0,-4.0,-5.0,-5.0,1.0,12.0,1.0,-8.0,-3.0,1.0,3.0,3.0,0.0,-36.0,-4.0,-2.0,13.0,-2.0,-2.0,-1.0,-3.0,19.0,3.0,-2.0,-2.0,-1.0,-1.0,1.0,-6.0,-40.0,-8.0,7.0,-8.0,-1.0,-1.0,-3.0,3.0,29.0,-7.0,-7.0
9474,2.0,4.0,3.0,2.0,-11.0,-35.0,-3.0,8.0,-16.0,3.0,4.0,0.0,26.0,37.0,18.0,-13.0,51.0,5.0,-1.0,1.0,-9.0,-18.0,-4.0,18.0,-16.0,2.0,0.0,-2.0,-32.0,-19.0,-1.0,3.0,-5.0,-5.0,-2.0,-1.0,5.0,7.0,-1.0,-8.0,8.0,1.0,-6.0,-6.0,2.0,-62.0,-13.0,-4.0,-32.0,-9.0,-10.0,-16.0,-16.0,-56.0,-32.0,-31.0,12.0,0.0,7.0,15.0,12.0,20.0,27.0,15.0
9475,-12.0,9.0,-1.0,-1.0,-4.0,-17.0,2.0,-3.0,-8.0,-2.0,1.0,-2.0,-10.0,-10.0,0.0,15.0,1.0,2.0,-1.0,-4.0,-16.0,-27.0,-7.0,3.0,-7.0,-5.0,-6.0,-8.0,-1.0,-24.0,-15.0,-7.0,-3.0,0.0,2.0,5.0,18.0,72.0,15.0,4.0,1.0,-1.0,-3.0,-2.0,-8.0,-10.0,-11.0,-5.0,-8.0,0.0,0.0,3.0,11.0,19.0,-3.0,-1.0,-8.0,-2.0,0.0,-1.0,11.0,27.0,9.0,-19.0
9476,-2.0,-2.0,-1.0,-1.0,-9.0,-19.0,19.0,32.0,33.0,-2.0,-4.0,-6.0,2.0,37.0,-17.0,0.0,-13.0,2.0,5.0,8.0,16.0,13.0,15.0,7.0,-7.0,-5.0,0.0,8.0,-8.0,34.0,-8.0,-10.0,-1.0,-5.0,-7.0,-7.0,-10.0,11.0,-2.0,-4.0,-8.0,-6.0,-4.0,-1.0,-4.0,-17.0,2.0,-2.0,-3.0,-2.0,1.0,0.0,18.0,8.0,1.0,5.0,-2.0,-2.0,-4.0,-9.0,-11.0,-14.0,-5.0,-7.0
9477,0.0,6.0,9.0,7.0,3.0,-16.0,-2.0,7.0,2.0,-3.0,2.0,0.0,-10.0,-30.0,3.0,-3.0,-20.0,1.0,1.0,3.0,20.0,21.0,2.0,-9.0,10.0,2.0,-4.0,-10.0,-31.0,-56.0,-14.0,4.0,11.0,2.0,2.0,6.0,20.0,81.0,9.0,8.0,-13.0,-7.0,2.0,1.0,-2.0,-22.0,20.0,-9.0,12.0,4.0,0.0,2.0,7.0,1.0,-11.0,-14.0,-18.0,-15.0,-2.0,-1.0,23.0,35.0,17.0,15.0
9478,-12.0,-1.0,-1.0,-4.0,-3.0,-5.0,-22.0,-5.0,3.0,3.0,3.0,5.0,-6.0,-33.0,-20.0,-12.0,2.0,-2.0,-1.0,1.0,10.0,2.0,-2.0,1.0,3.0,1.0,-3.0,-6.0,-6.0,-18.0,7.0,-1.0,10.0,0.0,-1.0,-1.0,-3.0,-19.0,-16.0,-10.0,-13.0,2.0,1.0,4.0,2.0,30.0,15.0,9.0,1.0,-5.0,-1.0,-4.0,-1.0,-5.0,-2.0,-7.0,0.0,2.0,-4.0,-3.0,-6.0,-64.0,-24.0,-8.0
9479,-15.0,-2.0,1.0,7.0,40.0,114.0,19.0,-2.0,11.0,4.0,-2.0,-1.0,-21.0,-46.0,-7.0,4.0,9.0,1.0,0.0,0.0,-15.0,22.0,3.0,7.0,6.0,8.0,2.0,1.0,7.0,25.0,3.0,-6.0,-7.0,-4.0,-3.0,-3.0,10.0,11.0,-2.0,-2.0,-4.0,-7.0,-7.0,-11.0,-19.0,-43.0,-23.0,-12.0,10.0,6.0,7.0,10.0,4.0,73.0,13.0,15.0,-21.0,-2.0,3.0,2.0,-2.0,-7.0,3.0,-14.0
9480,-3.0,-4.0,-1.0,2.0,-10.0,-24.0,-4.0,4.0,-7.0,0.0,0.0,0.0,12.0,60.0,17.0,4.0,5.0,-3.0,-4.0,-6.0,-6.0,-15.0,1.0,0.0,-3.0,1.0,-1.0,3.0,2.0,-20.0,6.0,-10.0,-3.0,4.0,3.0,0.0,2.0,-8.0,-9.0,-4.0,-2.0,-10.0,-2.0,0.0,3.0,9.0,-11.0,-6.0,-12.0,1.0,-6.0,-5.0,-4.0,-21.0,-5.0,-9.0,7.0,2.0,-1.0,-1.0,1.0,-31.0,-1.0,8.0
9481,-19.0,-5.0,1.0,4.0,-9.0,-40.0,-5.0,-9.0,26.0,2.0,-1.0,-5.0,-11.0,43.0,18.0,14.0,0.0,1.0,1.0,0.0,6.0,-38.0,-15.0,-7.0,13.0,10.0,-1.0,-1.0,7.0,0.0,-1.0,-1.0,-2.0,-7.0,0.0,-2.0,5.0,-6.0,-6.0,-12.0,-15.0,2.0,2.0,4.0,1.0,-16.0,-3.0,3.0,-2.0,-7.0,-5.0,-9.0,-12.0,-36.0,-16.0,-2.0,-19.0,9.0,0.0,-3.0,12.0,50.0,23.0,-3.0
9482,11.0,-4.0,3.0,10.0,3.0,52.0,15.0,32.0,-15.0,-1.0,0.0,-1.0,-10.0,13.0,-2.0,-25.0,18.0,-1.0,-2.0,-5.0,-9.0,-72.0,-1.0,9.0,-16.0,-6.0,-6.0,-2.0,6.0,0.0,-5.0,-4.0,11.0,7.0,5.0,2.0,-11.0,52.0,16.0,5.0,0.0,-3.0,-3.0,-5.0,-6.0,-9.0,7.0,6.0,-15.0,-4.0,-2.0,-2.0,4.0,-34.0,7.0,-5.0,10.0,8.0,7.0,8.0,10.0,3.0,2.0,6.0
9483,7.0,-3.0,-7.0,-5.0,10.0,-15.0,-6.0,-8.0,-8.0,-10.0,-3.0,-5.0,-6.0,-6.0,-11.0,-3.0,11.0,10.0,4.0,5.0,6.0,-23.0,-4.0,2.0,-1.0,-7.0,-2.0,2.0,14.0,20.0,-3.0,3.0,0.0,-5.0,-2.0,-5.0,-17.0,-30.0,-6.0,-1.0,-4.0,3.0,2.0,3.0,-17.0,-15.0,-6.0,-11.0,20.0,4.0,2.0,4.0,19.0,63.0,8.0,19.0,5.0,-6.0,-3.0,-2.0,-17.0,10.0,-7.0,16.0
9484,-6.0,4.0,-2.0,-3.0,7.0,-24.0,-1.0,-2.0,-5.0,-2.0,-2.0,-4.0,-1.0,4.0,2.0,0.0,5.0,-2.0,-2.0,-1.0,2.0,-14.0,-19.0,-14.0,2.0,3.0,5.0,5.0,-3.0,3.0,32.0,7.0,-6.0,1.0,0.0,-2.0,18.0,48.0,4.0,1.0,-2.0,1.0,-1.0,2.0,9.0,13.0,-7.0,-2.0,-7.0,-2.0,-3.0,-4.0,-8.0,40.0,12.0,-3.0,-1.0,-6.0,-5.0,-2.0,-3.0,-8.0,-18.0,-8.0
9485,4.0,2.0,-3.0,-4.0,0.0,-31.0,-6.0,-3.0,-5.0,-1.0,0.0,1.0,0.0,-38.0,-4.0,3.0,7.0,1.0,0.0,0.0,10.0,6.0,0.0,14.0,-7.0,-2.0,0.0,-2.0,-34.0,1.0,6.0,5.0,11.0,10.0,1.0,-1.0,-11.0,-5.0,3.0,4.0,0.0,-5.0,-1.0,-2.0,17.0,24.0,-7.0,1.0,-3.0,0.0,1.0,6.0,-5.0,11.0,6.0,-12.0,-1.0,-3.0,-3.0,-7.0,11.0,3.0,-3.0,-16.0
9486,-17.0,5.0,0.0,-3.0,3.0,5.0,7.0,12.0,-13.0,-9.0,-9.0,-7.0,-2.0,-44.0,-16.0,-8.0,-8.0,-5.0,-1.0,0.0,7.0,33.0,-8.0,-9.0,9.0,3.0,7.0,7.0,0.0,-17.0,27.0,0.0,-11.0,-3.0,3.0,5.0,7.0,27.0,1.0,0.0,6.0,4.0,0.0,1.0,3.0,-18.0,-8.0,7.0,-7.0,-4.0,-4.0,-5.0,1.0,16.0,-2.0,-4.0,-1.0,0.0,-3.0,-4.0,-3.0,-16.0,-22.0,-6.0
9487,13.0,-1.0,-2.0,1.0,15.0,5.0,5.0,0.0,-2.0,-3.0,-3.0,-2.0,-7.0,5.0,1.0,-7.0,-5.0,-11.0,-6.0,-3.0,-10.0,-13.0,-12.0,-14.0,1.0,-1.0,1.0,-5.0,-5.0,3.0,-5.0,1.0,-6.0,-6.0,-5.0,-7.0,-7.0,-59.0,-15.0,-9.0,23.0,6.0,7.0,14.0,12.0,82.0,16.0,10.0,-7.0,14.0,5.0,6.0,5.0,-23.0,17.0,1.0,-5.0,-13.0,-9.0,-13.0,-14.0,-30.0,-15.0,-10.0
9488,3.0,0.0,-5.0,-5.0,1.0,-21.0,-22.0,-7.0,-9.0,-9.0,-1.0,-2.0,3.0,9.0,16.0,-8.0,5.0,1.0,4.0,-1.0,2.0,11.0,6.0,9.0,-12.0,1.0,1.0,8.0,8.0,29.0,0.0,-9.0,-1.0,0.0,1.0,-2.0,5.0,44.0,-2.0,-1.0,-11.0,3.0,0.0,-3.0,-5.0,-34.0,-3.0,3.0,10.0,0.0,1.0,2.0,3.0,-2.0,4.0,-1.0,-8.0,-2.0,-1.0,0.0,10.0,-13.0,-11.0,-1.0
